rank,profile_id,rating,name,highest_rating,streak,lowest_streak,highest_streak,games,wins,losses,drops,last_match,last_match_time
274,1175237,1775,SCWololoEmCasa,1789.0,2,-4.0,24.0,184,117,67,11,1592779024,1592779024
275,1660413,1775,sarutob1,1775.0,3,-7.0,8.0,591,311,280,22,1594535899,1594535899
276,272454,1774,JalapenoFarmer,1774.0,2,-3.0,8.0,116,79,37,0,1594327421,1594327421
277,238458,1774,Barba_Amarillo.,1827.0,1,-11.0,8.0,653,349,304,5,1594449096,1594449096
278,667726,1772,R1chards,1777.0,2,-8.0,6.0,673,355,318,9,1594590540,1594590540
279,1369578,1771,浩南,1771.0,4,-5.0,15.0,229,135,94,1,1593617681,1593617681
280,1618328,1770,DaRs | GergisKan,1872.0,1,-6.0,12.0,1024,531,493,11,1594693068,1594693068
281,2419773,1769,Pickle Rick,1781.0,-1,-4.0,13.0,120,77,43,1,1594602388,1594602388
282,2973363,1766,亲爱的瓜瓜,1766.0,2,-2.0,19.0,38,33,5,2,1594592872,1594592872
283,900950,1765,,1949.0,-1,-6.0,17.0,233,130,103,4,1594030492,1594030492
284,2594552,1765,Dooidy,1765.0,3,-2.0,14.0,66,48,18,0,1594475100,1594475100
285,435473,1764,Mawashigeri,1829.0,3,-12.0,16.0,488,262,226,12,1594648199,1594648199
286,277557,1763,Bity_kablem,1844.0,-2,-6.0,8.0,325,185,140,5,1594482875,1594482875
287,2497638,1762,ra,1974.0,-8,-8.0,-1.0,17,3,14,1,1593644508,1593644508
288,294815,1762,FighT SC,1786.0,-2,-7.0,6.0,195,103,92,6,1594263844,1594263844
289,448596,1761,_MarknighT_,1761.0,5,-10.0,9.0,1389,718,671,76,1594563058,1594563058
290,2844691,1761,Queen,1912.0,-3,-6.0,19.0,238,132,106,1,1594685680,1594685680
291,213142,1759,gwfe,1859.0,2,-9.0,7.0,975,500,475,4,1594669503,1594669503
292,2850694,1758,Dimo,1759.0,7,-7.0,16.0,213,119,94,2,1594594442,1594594442
293,222102,1757,Annotoph,1757.0,4,-3.0,13.0,54,38,16,0,1593701089,1593701089
294,2654967,1756,_Ares_DragonBo,1801.0,-1,-4.0,15.0,93,63,30,0,1594624068,1594624068
295,981470,1755,_AreS_ZhaoYun,1813.0,-1,-7.0,11.0,291,165,126,13,1594275438,1594275438
296,1766301,1755,Michelangelo,1755.0,2,-2.0,25.0,31,28,3,0,1594694484,1594694484
297,2944434,1754,Yax,1754.0,2,-5.0,13.0,99,64,35,0,1594681078,1594681078
298,1177662,1753,Bladey,1753.0,3,-4.0,6.0,83,58,25,0,1594673919,1594673919
299,36778,1753,[bK]Kenshin,1811.0,-3,-8.0,10.0,317,183,134,6,1594627113,1594627113
300,251252,1753,Salicum,1839.0,1,-7.0,9.0,837,440,397,11,1592861486,1592861486
301,658565,1753,[bK] Paganini,1814.0,1,-5.0,8.0,280,157,123,8,1594462063,1594462063
302,2620629,1753,[SuN]ito,1803.0,5,-5.0,17.0,113,71,42,0,1594595323,1594595323
303,372422,1753,kw,1754.0,2,-9.0,8.0,396,211,185,4,1593846550,1593846550
304,213388,1752,Twitch.tv/PleaseBeGentle_,1793.0,1,-5.0,7.0,262,153,109,5,1594332442,1594332442
305,2745300,1752,ʕ•ᴥ•ʔ,1808.0,-3,-5.0,5.0,176,93,83,1,1594636237,1594636237
306,2031543,1752,XioN_,1798.0,1,-5.0,17.0,329,176,153,4,1594605890,1594605890
307,1359694,1752,Rayo McQueen,1860.0,-3,-6.0,9.0,604,316,288,7,1594692933,1594692933
308,2265942,1751,RookStar_,1869.0,1,-6.0,15.0,274,159,115,0,1593396030,1593396030
309,355871,1751,Grinder,1774.0,-1,-5.0,7.0,267,149,118,0,1593540140,1593540140
310,1959139,1751,SS.xanaína,1784.0,-1,-6.0,13.0,734,386,348,16,1594592836,1594592836
311,314085,1751,rom,1751.0,10,-7.0,10.0,574,307,267,6,1594625759,1594625759
312,770583,1750,Streetpleb,1767.0,-1,-5.0,7.0,284,155,129,1,1594644581,1594644581
313,245436,1750,Meandor,1758.0,1,-7.0,6.0,440,238,202,5,1593974707,1593974707
314,209599,1750,Nick,1750.0,12,-2.0,12.0,47,39,8,0,1593985095,1593985095
315,3007775,1749,Jiusy,1749.0,27,10.0,27.0,27,27,0,0,1594676284,1594676284
316,2596321,1749,Loooki,1749.0,2,-1.0,3.0,15,12,3,0,1594414521,1594414521
317,1570860,1749,Neseremed Turbo,1759.0,-1,-3.0,16.0,49,40,9,0,1594150864,1594150864
318,2262114,1748,Il Cesso,1809.0,-4,-4.0,12.0,164,93,71,1,1594669503,1594669503
319,707749,1747,GyE,1747.0,3,-5.0,12.0,267,151,116,0,1594668361,1594668361
320,211236,1747,V1sTiMa,1747.0,6,-4.0,10.0,159,97,62,1,1594528703,1594528703
321,499661,1747,_ViRuS_PuLsE,1774.0,1,-7.0,9.0,130,80,50,0,1594575779,1594575779
322,248441,1745,Spaden,1790.0,1,-3.0,10.0,74,52,22,0,1593878340,1593878340
323,2683896,1745,VNS_NguoiTeng,1790.0,-3,-4.0,12.0,99,63,36,1,1594329364,1594329364
324,1793493,1744,RoR | Shades,1787.0,-1,-7.0,14.0,429,226,203,6,1593978806,1593978806
325,887374,1742,TurkishTrading,1773.0,-2,-7.0,6.0,359,192,167,3,1594659178,1594659178
326,2136214,1740,ᅚ,1769.0,-1,-3.0,16.0,83,56,27,0,1593319959,1593319959
327,2638400,1739,Funito,1739.0,2,-1.0,21.0,34,31,3,0,1594421489,1594421489
328,2420832,1739,fede_uru,1739.0,4,-4.0,7.0,177,106,71,1,1594419859,1594419859
329,862991,1738,Emil :D,1826.0,-1,-11.0,11.0,1065,551,514,11,1594659725,1594659725
330,725502,1738,Kongen,1896.0,-2,-8.0,8.0,884,454,430,13,1594694865,1594694865
331,2071717,1738,LygirokiN,1742.0,1,-3.0,11.0,73,51,22,1,1594620868,1594620868
332,208757,1738,HeavenlyChorus,1738.0,5,-9.0,7.0,541,290,251,12,1594607661,1594607661
333,1249720,1737,Trashman,1737.0,2,-6.0,12.0,101,66,35,3,1594425649,1594425649
334,259265,1735,chiefChing,1769.0,1,-6.0,8.0,263,151,112,0,1593974895,1593974895
335,2379458,1735,Leto_trombone,1756.0,-1,-5.0,10.0,89,60,29,1,1594490558,1594490558
336,1550842,1735,saps_,1763.0,-1,-7.0,11.0,532,284,248,1,1594466208,1594466208
337,1486224,1735,[CHI]PanZeRs__,1735.0,4,-7.0,7.0,515,260,255,11,1594621099,1594621099
338,2718358,1733,Sebres18,1743.0,1,-2.0,14.0,50,38,12,1,1593611959,1593611959
339,219493,1733,TheSniper_AOE,1829.0,1,-6.0,12.0,1210,631,579,12,1594689155,1594689155
340,2648074,1732,L_Clan_Locuss,1761.0,-1,-3.0,10.0,70,45,25,0,1594454283,1594454283
341,2598542,1732,asdasd125,1889.0,-2,-5.0,10.0,215,126,89,1,1594387878,1594387878
342,945852,1731,Lucky Roo,1801.0,1,-6.0,16.0,130,80,50,1,1594692689,1594692689
343,1662525,1731,CrazyHamster,1743.0,2,-5.0,10.0,174,99,75,2,1592658375,1592658375
344,1571283,1731,Blavak,1778.0,2,-4.0,4.0,31,16,15,0,1594664684,1594664684
345,1006706,1730,[bK] Clark,1743.0,-1,-5.0,9.0,100,66,34,1,1594346586,1594346586
346,270449,1730,JoRo,1849.0,-1,-7.0,6.0,578,321,257,3,1594693309,1594693309
347,2899792,1730,username123,1730.0,6,-3.0,16.0,55,40,15,0,1593608516,1593608516
348,948575,1727,BillyVai,1786.0,-3,-5.0,10.0,234,133,101,8,1594084638,1594084638
349,221079,1727,查无此人,1738.0,5,-6.0,7.0,232,136,96,4,1592452759,1592452759
350,1787077,1727,RoR | King_Marv,1727.0,7,-7.0,8.0,168,100,68,4,1593718842,1593718842
351,837782,1725,McLuvin™,1736.0,5,-5.0,6.0,208,117,91,1,1593111485,1593111485
352,2772895,1725,_Ares_大锤,1749.0,1,-3.0,15.0,72,49,23,0,1594646340,1594646340
353,220422,1725,Rangerontour,1762.0,-1,-9.0,6.0,794,406,388,20,1594667162,1594667162
354,486365,1724,asdf,1724.0,1,-6.0,9.0,181,102,79,2,1594445702,1594445702
355,328183,1724,GiveGrandmasterPlz,1736.0,6,-7.0,6.0,393,213,180,4,1594684507,1594684507
356,752848,1723,南门大帅,1734.0,10,10.0,10.0,10,10,0,0,1592537280,1592537280
357,435965,1723,nC_Snyper1,1786.0,1,-5.0,22.0,193,108,85,3,1594586645,1594586645
358,2942971,1723,Sunshine,1740.0,-1,-3.0,16.0,68,49,19,1,1594518576,1594518576
359,2199669,1723,keif,1855.0,-1,-7.0,9.0,223,127,96,2,1593545112,1593545112
360,1516024,1723,Kik0_,1802.0,-2,-7.0,10.0,792,408,384,61,1594598709,1594598709
361,280742,1721,Ovenka,1764.0,-1,-6.0,6.0,144,81,63,2,1593759857,1593759857
362,684617,1721,世紀帝國反安裝大師,1756.0,-1,-8.0,5.0,235,125,110,2,1593958232,1593958232
363,211321,1721,robo_boro,1772.0,-1,-4.0,12.0,105,69,36,0,1592599479,1592599479
364,541010,1721,JustAPlayer,1738.0,-1,-4.0,8.0,83,56,27,0,1594224378,1594224378
365,974519,1720,枫叶,1720.0,5,-5.0,6.0,194,104,90,1,1594410997,1594410997
366,545512,1720,你是很大ON9JAI,1750.0,-2,-4.0,10.0,207,118,89,2,1594234051,1594234051
367,1167907,1718,Ink_kerotaros,1791.0,1,-6.0,11.0,881,462,419,22,1594012841,1594012841
368,1011433,1718,_Boss_,1764.0,4,-7.0,17.0,134,83,51,2,1594613244,1594613244
369,419504,1718,小鱼,1776.0,1,-8.0,9.0,2491,1265,1226,26,1594655486,1594655486
370,457148,1717,_LK_SkyWalkeR_,1809.0,1,-7.0,10.0,1477,763,714,40,1594648309,1594648309
371,1557632,1717,richardfeder,1744.0,1,-7.0,7.0,475,253,222,2,1594613933,1594613933
372,605947,1716,twitch.tv/sir_hellequinn,1733.0,-1,-8.0,7.0,379,200,179,9,1594648655,1594648655
373,215896,1716,156,1729.0,1,-9.0,7.0,218,129,89,14,1594126661,1594126661
374,711407,1715,Razum-dar,1715.0,7,-10.0,10.0,713,384,329,18,1594535931,1594535931
375,1955552,1715,BoomcuMülayim,1741.0,5,-5.0,10.0,309,169,140,23,1592347555,1592347555
376,211257,1714,On behalf of the moon punish you,1715.0,1,-7.0,8.0,356,203,153,16,1594652180,1594652180
377,401292,1714,Argenta,1714.0,3,-5.0,10.0,165,100,65,5,1594084422,1594084422
378,1444675,1714,Poseidon,1714.0,2,-7.0,8.0,294,162,132,9,1594639932,1594639932
379,2544010,1713,有型有款,1724.0,1,-6.0,15.0,82,55,27,0,1592425230,1592425230
380,1693166,1713,VN_KoNFeR,1778.0,1,-5.0,10.0,297,163,134,1,1594678646,1594678646
381,2643831,1712,NvisioN,1823.0,-1,-4.0,13.0,98,64,34,0,1594390489,1594390489
382,499923,1711,ByT | Piezod,1723.0,-1,-8.0,6.0,380,208,172,7,1593620262,1593620262
383,215654,1711,✫ ✬✫ ✬,1722.0,5,-6.0,8.0,510,271,239,2,1594453715,1594453715
384,584142,1710,apencilbox,1782.0,7,-6.0,8.0,798,415,383,5,1594692648,1594692648
385,994370,1709,Blade,1713.0,1,-7.0,10.0,419,230,189,9,1594343450,1594343450
386,273512,1709,Lunatique,1751.0,2,-4.0,10.0,175,102,73,5,1592766767,1592766767
387,264353,1709,CZ_Somero,1720.0,2,-5.0,10.0,156,94,62,1,1593211080,1593211080
388,520381,1709,_Raphaell_,1746.0,1,-8.0,9.0,446,237,209,38,1594684134,1594684134
389,2647600,1709,Siga,1736.0,1,-3.0,16.0,55,42,13,0,1594672659,1594672659
390,2461441,1709,JJ,1709.0,3,-4.0,7.0,94,61,33,1,1593946700,1593946700
391,2407064,1709,twitch.tv/HeisenAoE,1799.0,1,-5.0,5.0,142,72,70,9,1594670181,1594670181
392,2111224,1709,RcL | FelipeAOC,1736.0,-1,-7.0,13.0,283,153,130,1,1594605236,1594605236
393,1931320,1708,_Frigis_,1718.0,5,-3.0,15.0,129,81,48,3,1592563497,1592563497
394,216107,1708,[bK] guizica,1708.0,8,-9.0,8.0,499,275,224,17,1594433301,1594433301
395,1229244,1708,Zoltan,1708.0,2,-7.0,6.0,666,349,317,4,1594575849,1594575849
396,273680,1707,Glenn,1750.0,1,-6.0,10.0,464,254,210,2,1594686270,1594686270
397,622049,1707,EvoIX,1743.0,2,-4.0,9.0,75,49,26,0,1593905748,1593905748
398,2515161,1707,Intrepid,1717.0,1,-6.0,12.0,137,82,55,1,1594686367,1594686367
399,292318,1707,¯\_(ツ)_/¯,1742.0,-2,-5.0,7.0,224,131,93,1,1594558843,1594558843
400,505151,1706,Dabighead117,1742.0,2,-8.0,14.0,232,129,103,7,1594661399,1594661399
401,2828949,1706,Ask,1717.0,2,-3.0,12.0,53,42,11,2,1594264419,1594264419
402,2255938,1706,Mr Diniz,1706.0,4,-8.0,10.0,360,192,168,1,1594516185,1594516185
403,967302,1704,Sarduri,1707.0,1,-5.0,8.0,211,120,91,4,1594609677,1594609677
404,891821,1704,CaOK_Artur,1732.0,-1,-5.0,8.0,162,90,72,1,1594692689,1594692689
405,243287,1704,Mustard Pudding,1854.0,-1,-8.0,10.0,572,311,261,12,1594655486,1594655486
406,3032839,1704,MirrorIsFine,1719.0,-1,-3.0,14.0,72,48,24,0,1594692628,1594692628
407,2820076,1704,UsK_Apocalipce,1721.0,-1,-5.0,8.0,193,109,84,5,1594140172,1594140172
408,2606579,1704,TW_ Ninja,1704.0,4,-3.0,21.0,58,43,15,0,1594440470,1594440470
409,216073,1703,MaxiArg,1713.0,24,2.0,24.0,44,34,10,1,1593472346,1593472346
410,258174,1702,ScaryMantis,1789.0,1,-7.0,7.0,647,337,310,11,1594664919,1594664919
411,210382,1702,mratin,1712.0,4,-3.0,7.0,109,74,35,2,1593345789,1593345789
412,2906369,1702,[bK] garibaldi,1702.0,4,-1.0,15.0,31,27,4,0,1593814383,1593814383
413,1743328,1702,[Magio]Ponguta_,1852.0,1,-9.0,6.0,369,194,175,14,1594594023,1594594023
414,1730016,1702,dse,1702.0,5,-6.0,11.0,227,130,97,2,1593743245,1593743245
415,2957348,1701,MalayNerd,1701.0,10,-6.0,15.0,91,59,32,0,1594056858,1594056858
416,2592295,1701,Tifi,1878.0,2,-7.0,11.0,345,188,157,10,1594693978,1594693978
417,348134,1701,_Ares_Erge_____,1701.0,5,-6.0,8.0,440,237,203,9,1594622237,1594622237
418,1049824,1700,[RO]nic,1775.0,1,-9.0,9.0,1233,629,604,25,1594662564,1594662564
419,270855,1700,Mati,1700.0,3,-7.0,7.0,578,304,274,8,1594414420,1594414420
420,573095,1700,[SE:VH] DBerlatto,1789.0,-2,-7.0,9.0,2027,1049,978,30,1594688775,1594688775
421,238692,1700,_Ares_momo_,1746.0,-2,-8.0,7.0,304,169,135,4,1594470414,1594470414
422,2759900,1700,makar,1758.0,1,-6.0,19.0,212,118,94,0,1593268882,1593268882
423,409196,1700,Balalaika,1795.0,-2,-7.0,7.0,214,126,88,0,1593662026,1593662026
424,2677445,1700,Priori Incantatem,1764.0,-1,-6.0,18.0,271,146,125,0,1594686138,1594686138
425,1039171,1698,SC_K1LL,1698.0,2,-5.0,6.0,107,71,36,6,1594596390,1594596390
426,278576,1697,bipeng2008,1810.0,-1,-6.0,10.0,710,371,339,2,1594686112,1594686112
427,260921,1697,nC_Future,1754.0,-1,-8.0,9.0,534,285,249,7,1594565419,1594565419
428,283980,1696,[SC]Guh,1696.0,3,-9.0,7.0,51,26,25,1,1593981179,1593981179
429,212135,1696,ByT | KasasPoxo,1804.0,3,-5.0,14.0,186,107,79,1,1593723066,1593723066
430,937162,1695,Shahar18,1736.0,-3,-6.0,11.0,299,162,137,24,1594679318,1594679318
431,498973,1695,GoodMan,1714.0,-1,-7.0,9.0,309,166,143,2,1594662564,1594662564
432,2762038,1695,hellboy,1695.0,1,-2.0,17.0,48,38,10,0,1594569815,1594569815
433,2433223,1695,Mrfire12_,1695.0,4,-5.0,17.0,113,69,44,0,1594593619,1594593619
434,2082703,1694,Chris Pelham,1771.0,-1,-8.0,8.0,693,362,331,2,1594661399,1594661399
435,272133,1692,MillerBeer,1768.0,1,-7.0,7.0,908,473,435,32,1594470374,1594470374
436,232376,1692,_Ares_dog9you_,1775.0,1,-9.0,11.0,908,472,436,10,1594199587,1594199587
437,427443,1692,いましめ,1692.0,3,-3.0,7.0,111,71,40,2,1593929404,1593929404
438,1776432,1692,Toan Perfect,1732.0,-2,-4.0,8.0,119,77,42,3,1592813932,1592813932
439,1034303,1691,EagleArg,1754.0,1,-5.0,12.0,257,142,115,3,1593163903,1593163903
440,293973,1691,RobMayhem,1716.0,2,-4.0,6.0,189,108,81,3,1594096550,1594096550
441,1189246,1691,SC_Acti0n,1743.0,2,-5.0,9.0,206,119,87,4,1593115006,1593115006
442,212899,1690,asdf,1700.0,4,-4.0,17.0,48,37,11,0,1592835957,1592835957
443,2806982,1690,HeroCol,1704.0,2,-3.0,16.0,80,57,23,0,1592707607,1592707607
444,2585161,1690,Gorchainstrong,1739.0,-8,-8.0,-7.0,11,2,9,0,1592703038,1592703038
445,2332935,1690,Adojegue,1699.0,5,-3.0,19.0,41,33,8,0,1593187017,1593187017
446,299856,1690,HowToPlayO_O,1718.0,2,-3.0,8.0,117,73,44,1,1593840720,1593840720
447,970617,1689,The Sharp,1689.0,2,-3.0,5.0,95,60,35,2,1594449835,1594449835
448,2820084,1689,KaoS,1742.0,4,-17.0,18.0,192,110,82,3,1594687353,1594687353
449,309389,1689,JC24,1697.0,-1,-7.0,11.0,358,192,166,2,1594618344,1594618344
450,1404756,1689,[bK] Kal_El,1715.0,1,-3.0,10.0,75,45,30,1,1594590507,1594590507
451,237346,1688,TuTas,1733.0,2,-8.0,15.0,566,304,262,9,1594670344,1594670344
452,2860855,1688,DeepPurpleMkII,1764.0,-2,-5.0,16.0,136,82,54,0,1594099298,1594099298
453,1832070,1686,Darkzone_Speedlimit,1687.0,3,-5.0,8.0,58,29,29,2,1594568227,1594568227
454,1073722,1684,Looki,1720.0,2,-6.0,10.0,652,346,306,12,1594463623,1594463623
455,215801,1684,Bulletchen,1733.0,3,-7.0,10.0,160,99,61,2,1594476536,1594476536
456,2524736,1683,Imperio_cc,1775.0,-1,-7.0,6.0,289,140,149,6,1594689155,1594689155
457,3050759,1681,TryIt,1681.0,2,-1.0,20.0,29,26,3,0,1594671043,1594671043
458,2368367,1681,absalom,1690.0,1,-7.0,14.0,99,61,38,1,1594570430,1594570430
459,1102458,1679,Mlord,1810.0,-7,-7.0,10.0,587,320,267,2,1593877260,1593877260
460,250775,1679,Twitch_ActionMarc,1700.0,1,-6.0,8.0,939,486,453,5,1594671512,1594671512
461,2233605,1679,2312312,1728.0,1,-4.0,14.0,71,48,23,0,1593900423,1593900423
462,372704,1678,ValihrAnt,1678.0,7,-6.0,7.0,167,97,70,2,1594650124,1594650124
463,1720282,1678,Deku,1678.0,3,-4.0,14.0,56,41,15,0,1594080947,1594080947
464,222902,1677,Plogen,1756.0,-2,-5.0,10.0,185,110,75,23,1594545354,1594545354
465,1032994,1676,[MAZTEK] Iam.Goku_o_O,1676.0,1,-2.0,5.0,26,15,11,0,1593942188,1593942188
466,2121463,1676,silverstar,1676.0,3,-9.0,13.0,169,98,71,3,1593577878,1593577878
467,620454,1675,czczcz,1675.0,4,-5.0,9.0,244,144,100,2,1594638572,1594638572
468,2432140,1675,Zigzag,1675.0,4,-3.0,12.0,54,38,16,1,1594535680,1594535680
469,215498,1675,SaladEsc,1684.0,3,-3.0,7.0,109,73,36,0,1593341647,1593341647
470,249653,1674,Moneimon,1780.0,-2,-6.0,8.0,423,229,194,4,1594349376,1594349376
471,452917,1674,GG,1692.0,1,-4.0,9.0,124,75,49,1,1594446219,1594446219
472,229234,1674,Noyz,1764.0,1,-6.0,18.0,185,105,80,3,1592933949,1592933949
473,2297260,1674,Exchange,1726.0,3,-5.0,12.0,82,52,30,2,1594645039,1594645039
474,225727,1673,CoronaCity,1682.0,2,-39.0,26.0,270,152,118,1,1593376031,1593376031
475,1612939,1673,[bK] General Enk,1728.0,-2,-6.0,8.0,519,266,253,5,1594688846,1594688846
476,1529495,1673,TheCode,1802.0,-4,-6.0,13.0,140,82,58,0,1593191179,1593191179
477,213462,1672,IRC_ketchUP,1672.0,1,-4.0,7.0,117,71,46,0,1593944522,1593944522
478,235190,1672,Erikur,1672.0,7,-3.0,9.0,93,65,28,2,1594648994,1594648994
479,2473598,1671,Furius Ragazzo Scimmio,1680.0,-1,-6.0,18.0,233,127,106,2,1594591837,1594591837
480,1071193,1670,Di Plague,1742.0,1,-6.0,13.0,316,170,146,5,1594596345,1594596345
481,484649,1670,Sei Shōnagon,1753.0,-1,-6.0,9.0,191,111,80,1,1594652267,1594652267
482,464571,1670,2K,1688.0,-1,-7.0,8.0,125,77,48,10,1594677098,1594677098
483,360615,1670,LeeRoy,1700.0,2,-5.0,6.0,151,91,60,2,1593099136,1593099136
484,1522048,1670,KGB,1716.0,1,-6.0,12.0,173,102,71,8,1594689872,1594689872
485,269392,1669,Alfaplex Breno,1717.0,-2,-9.0,7.0,299,168,131,9,1592670114,1592670114
486,528141,1669,Albis,1677.0,7,-5.0,7.0,165,100,65,4,1592577268,1592577268
487,2411454,1669,神明,1708.0,-1,-2.0,10.0,15,12,3,0,1594692053,1594692053
488,374971,1669,Loriquo,1766.0,-1,-7.0,9.0,387,207,180,3,1594304424,1594304424
489,1821855,1669,tanglang,1806.0,1,-8.0,15.0,779,404,375,4,1593922159,1593922159
490,1704162,1669,台灣隊長,1694.0,-1,-3.0,12.0,52,40,12,3,1593314518,1593314518
491,1967635,1668,Sneakyboy,1693.0,-1,-6.0,12.0,256,139,117,3,1594416863,1594416863
492,683226,1667,Nooby McNoobface,1735.0,-1,-12.0,1.0,17,3,14,0,1594020215,1594020215
493,609543,1667,Unicornflakes,1698.0,-1,-6.0,12.0,493,262,231,2,1594684223,1594684223
494,336453,1667,woooooooood,1674.0,1,-9.0,5.0,173,100,73,2,1594029981,1594029981
495,2915171,1666,slave_of_SalzZ_Vinchester,1679.0,1,-2.0,20.0,28,25,3,0,1594655503,1594655503
496,1751332,1666,kurkkusalaatti,1674.0,5,-2.0,12.0,32,28,4,0,1592403627,1592403627
497,1524420,1666,TuxedoMask,1666.0,-9,-9.0,-9.0,10,1,9,0,1593839441,1593839441
498,884867,1665,浅野悠夏,1665.0,10,10.0,10.0,10,10,0,0,1594090130,1594090130
499,1080762,1664,Mashirou,1678.0,-1,-7.0,7.0,156,93,63,0,1594660947,1594660947
500,2368761,1664,TheWave,1712.0,-2,-6.0,16.0,142,86,56,2,1594386292,1594386292
501,1423034,1664,Beta55,1678.0,-1,-8.0,7.0,868,444,424,3,1594660829,1594660829
502,615163,1663,Dwight Schrute,1731.0,-2,-7.0,9.0,1162,600,562,13,1594693978,1594693978
503,234346,1663,ODST,1663.0,7,-4.0,11.0,98,64,34,1,1594585800,1594585800
504,2642796,1663,Cyborg,1704.0,-2,-3.0,20.0,38,30,8,0,1593464853,1593464853
505,624644,1662,Holland,1724.0,-4,-4.0,8.0,147,87,60,1,1594404086,1594404086
506,2723013,1662,SalzZ_dfs,1662.0,4,-4.0,13.0,104,63,41,0,1594648559,1594648559
507,2651889,1662,Lappa,1701.0,-3,-6.0,9.0,351,192,159,3,1594573831,1594573831
508,223091,1662,niña motita,1703.0,1,-6.0,8.0,446,241,205,11,1594689112,1594689112
509,1097738,1661,[GB_]IamMike_,1661.0,1,-3.0,7.0,127,76,51,0,1593910525,1593910525
510,261794,1661,Rage_Boy,1704.0,4,-5.0,7.0,319,174,145,2,1594677969,1594677969
511,434659,1661,DummyBurrito,1698.0,4,-5.0,7.0,214,125,89,2,1594492654,1594492654
512,2898020,1661,Ozzyman,1661.0,3,-5.0,10.0,113,69,44,0,1594573029,1594573029
513,2794650,1661,xx,1684.0,-1,-1.0,21.0,27,24,3,0,1593306015,1593306015
514,2424186,1661,12,1697.0,-1,-6.0,19.0,170,95,75,0,1592921544,1592921544
515,221816,1661,degergsrgsedfvsdgsergserg,1780.0,1,-7.0,10.0,886,468,418,36,1594407109,1594407109
516,1650931,1661,Hara_Kirito | twitch.TV,1747.0,-3,-9.0,10.0,619,323,296,28,1594671493,1594671493
517,2876957,1660,Compte Secondaire,1660.0,6,-4.0,6.0,82,54,28,3,1594652430,1594652430
518,1670171,1659,RediRodion,1674.0,-1,-9.0,8.0,297,153,144,3,1594561023,1594561023
519,2746754,1658,_Ares_BingGe,1658.0,1,-3.0,15.0,56,41,15,0,1594667842,1594667842
520,811008,1657,IamKoty,1657.0,2,-3.0,5.0,97,61,36,2,1594294873,1594294873
521,228127,1657,Twitch.tv/DarkJoey__,1657.0,5,-5.0,7.0,132,80,52,1,1594146009,1594146009
522,2553453,1657,kakashka,1657.0,1,-6.0,13.0,115,71,44,1,1594418007,1594418007
523,1462779,1657,Anti_Cold_Hand,1657.0,4,-3.0,46.0,89,69,20,6,1594229617,1594229617
524,840939,1656,[krb].[No2],1684.0,1,-4.0,9.0,138,84,54,6,1594527720,1594527720
525,1931248,1656,Deja_Vu,1656.0,3,-1.0,8.0,36,31,5,0,1594655702,1594655702
526,253812,1655,Bill Nye the Mangudai,1671.0,-1,-7.0,8.0,1002,527,475,29,1594330502,1594330502
527,2716238,1655,Darth_Melon,1678.0,1,-6.0,9.0,298,163,135,16,1593891211,1593891211
528,2595777,1655,Bambam,1655.0,4,-5.0,6.0,166,98,68,5,1594675309,1594675309
529,208356,1655,Chifuu,1732.0,-2,-4.0,8.0,214,125,89,1,1594248568,1594248568
530,283135,1654,Bonjour mademoiselle,1695.0,2,-4.0,6.0,127,76,51,1,1594366605,1594366605
531,2383155,1654,Monkaholic,1686.0,-2,-4.0,17.0,82,51,31,0,1594657546,1594657546
532,215494,1654,LAT_SpAwN,1731.0,3,-8.0,8.0,647,340,307,16,1594673554,1594673554
533,879713,1653,cjanbar,1654.0,1,-5.0,8.0,342,186,156,3,1593889619,1593889619
534,575419,1653,Tank,1655.0,3,-6.0,12.0,307,171,136,11,1594656078,1594656078
535,1751180,1653,Desconocido,1726.0,2,-6.0,13.0,868,453,415,11,1592584336,1592584336
536,292104,1653,Rhea,1653.0,2,-7.0,7.0,268,149,119,2,1594144964,1594144964
537,208890,1652,[Liiit] Zbyszek,1680.0,-1,-7.0,8.0,480,261,219,8,1592855821,1592855821
538,1853187,1652,OLADUSHEK,1682.0,-2,-3.0,13.0,68,45,23,1,1593089598,1593089598
539,823246,1651,_,1670.0,3,-5.0,6.0,146,84,62,2,1594693956,1594693956
540,680515,1651,李明觀音兵,1717.0,-1,-3.0,4.0,16,10,6,0,1594437845,1594437845
541,2631795,1651,Osama,1732.0,1,-9.0,7.0,573,301,272,5,1594694606,1594694606
542,1531083,1651,FreakinAndy,1739.0,-3,-4.0,11.0,169,98,71,0,1594402902,1594402902
543,2758641,1650,六十六,1674.0,-2,-2.0,16.0,49,36,13,0,1593964309,1593964309
544,2772622,1649,_kissyou_,1794.0,-1,-6.0,4.0,96,44,52,2,1594281795,1594281795
545,2009315,1649,RaiD_,1649.0,4,-4.0,6.0,59,39,20,1,1593940755,1593940755
546,220793,1649,Morty,1717.0,-1,-9.0,10.0,248,143,105,17,1594474346,1594474346
547,217485,1649,Nobu,1662.0,-1,-4.0,11.0,102,68,34,2,1593758636,1593758636
548,212710,1648,Rxndy,1694.0,-3,-6.0,9.0,135,86,49,2,1594377410,1594377410
549,431588,1648,开心快乐,1743.0,2,-9.0,10.0,2409,1217,1192,60,1594694714,1594694714
550,2677869,1648,nguoichoimatkynang,1699.0,-2,-4.0,10.0,229,125,104,3,1594644387,1594644387
